label,left_id,left_name,left_brand,left_descrtiption,left_price,right_id,right_name,right_brand,right_descrtiption,right_price
0,howardcomputer_829,HP ProBook 650 G4,HP,0,1233.99,savingslots_363,HP 1BS46UT 850ebg4 i57200u 8g 256gb 15.6,HP,"hp elitebook 850 g4, intel core i5-7200u (2.5 ghz, 3 mb cache), 8gb, 2133 1d,ssd 256 gb m2 tlc, pcie15.6 led hd sva ag, uma: hd 620, no optical, 802.11 a/b/g/n/ac 2x2 +bt 4.2, bt, sc+tpm720p hd webcam, win10",1120
1,antonline_56,HP ProBook 450 G5 15.6in LCD Notebook,HP,0,777.36,savingslots_516,HP 5HT20UT 15  450g5 i57200u 8gb/256,HP,"hp smartbuy probook 450g5 i5-7200u 15 8gb/256 pc intel i5-7200u, 15.6 fhd ag led uwva, uma, webcam, 8gb ddr4, 256gb ssd, ac+bt, 3c batt, fpr, w10 pro64, 1yr wrtyweight: 5.7 (lbs)",804
0,buydig_406,Acer 14in Ci58250U 8G 256SSD W10P,Acer,AcerSwift5-14,1006.76,buydig_432,Acer 15.6in Ci78550 8G 256SSD W10P,Acer,AcerTravelmateTMP251015.6,1210.1
0,bestbuy_821,Lenovo - ThinkPad X1 Carbon 14in Laptop - Intel Core i5 - 8GB Memory - 256GB Solid State Drive - Black,Lenovo,windows 10 pro 8th gen intel® core™ i5-8250u processor; 14in display; 8gb memory; 256gb solid state drive special features: fingerprint reader; backlit keyboard; outdoor screen note: dvd/cd drive not included ,1529.99,truecurate_423,Lenovo 20KH002RUS ThinkPad X1 Carbon 14&ampquot Laptop Intel Core i7 16GB Memory 512GB Solid State Drive Black ,Lenovo,0,0
1,buydig_324,Hewlett Packard 15.6in 650G4 i57200U 4GB/500 PC,HP,"HPSmartBuyProBook650G4i5-7200U154GB/500PCInteli5-7200U,15.6HDAGLEDSVA,UMA,Webcam,4GBDDR4,500GBHDD,DVD+/-RW,AC+BT,3CBatt,FPR,W10Pro64,1yrWrty+U.S.-Englishlocalization",976.71,howardcomputer_787,HP ProBook 650 G4,HP,0,895.99
0,massgenie_320,Dell commercial j3vwf 15.6 i7 8850h 16gb 512gb,0,"$2116.54, NULL",2116.54,massgenie_448,Dell commercial 4d7j7 14 i7 8850h 8gb 256gb,0,"$1956.01, DELL COMMERCIAL 4D7J7 14 i7 8850H 8GB 256GB",1956.01
0,bestbuy_351,ASUS - VivoBook S15 15.6in Laptop - Intel Core i5 - 8GB Memory - 256GB Solid State Drive - Starry Gray With Red Edges,ASUS,Windows 10 HomeTechnical details: 8th Gen Intel® Core™ i5-8250U processor; 15.6in display; 8GB memory; 256GB solid state driveSpecial features: fingerprint reader; backlit keyboard; outdoor screenNote: DVD/CD drive not included,699.99,truecurate_475,ASUS X540UADB51 VivoBook 15 15.6&ampquot Laptop Intel Core i5 8GB Memory 1TB + Hybrid Hard Drive Black ,ASUS,0,0
0,savingslots_212,HP 2UL93UT 1040 g4 i57300u 8gb 256gb 14,HP,"hp smartbuy elitebook 1040 g4, intel core i5-7300u (2.6 ghz, 3 mb cache), 8gb, 2133ssd 256 gb m2 tlc sed, 14.0 led fhd uwva ag, uma: hd 620, no optical, 802.11 ac 2x2 +bt 4.2, bt, tpm 2.0+fpr+ir, 720p hd i",1522,buydig_276,Hewlett Packard 1040 G4 i77500U 8GB 256GB 14in,HP,"HPSmartBuyEliteBook1040G4,IntelCore?i7-7500U(2.7GHz,4MBcache),8GB,2133SSD256GBM2TLC,PCIe14.0LEDFHDUWVAAG,UMA:HD620,NoOptical,802.11ac2x2+BT4.2,BT,TPM2.0+FPR+IR,720pHDIRWebcam,Win10Pro64,6-cell,67WHrLL3/3/0",1943
1,bestbuy_675,HP - Pavilion x360 2-in-1 15.6in Touch-Screen Laptop - Intel Core i5 - 8GB Memory - 256GB Solid State Drive - HP Finish In Natural Silver And Ash Silver,HP,windows 10 home built for windows ink 8th gen intel® core™ i5-8250u processor; 15.6in display; 8gb memory; 256gb solid state drive special features: bluetooth; hdmi output note: dvd/cd drive not included ,789.99,walmart_486,HP Pavilion 15-CR0077NR Natural Silver 15.6 inch Touch Laptop Windows 10 Core i5-8250U QC Processor 8GB Memory 256 GB SSD Hard Drive UMA Graphics B&O Play,HP,"HP Pavilion 15-CR0077NR lets you accomplish more. All your activities become easier and faster than before with the latest processor and advanced graphics.A durable 360-degree geared hinge gets you in the perfect position to work, write, watch, and play. Easily convert to tablet for note-taking and drawing that feels as natural as pen on paper.A narrow bezel design allows a 15-inch diagonal screen to fit in a 14-inch chassis for a small footprint everywhere you go. A truly powerful audio experience: Dual HP speakers, HP Audio Boost, and tuning by B&amp;O PLAY deliver a rich, authentic audio experience.",718.88
1,savingslots_605,Lenovo 20KS008JUS Ts e580 i3 4gb 500gb,Lenovo,"thinkpad e580, intel core i3-7020u (2.30ghz, 3mb), 15.6 1366x768, windows 10 pro 64, 4.0gb, 1x500gb sata iii, intel hd 620, bluetooth 4.1, 720p hd camera, 3cell li-polymer, 1 year depotweight: 6.25 (lbs)",609,techcrave_205,LENOVO 20KS008JUS E580W10Pi34GB500GB1YR,LENOVO,0,0
0,bestbuy_822,Lenovo - ThinkPad X1 Carbon 14in Laptop - Intel Core i7 - 16GB Memory - 1TB Solid State Drive - Black,Lenovo,windows 10 pro 8th gen intel® core™ i7-8650u processor; 14in display; 16gb memory; 1tb solid state drive special features: fingerprint reader; backlit keyboard note: dvd/cd drive not included ,2499.99,truecurate_251,Lenovo 81DJ0000US 330-15IKBR Touch 15.6&ampquot Touch-Screen Laptop Intel Core i7 16GB Memory NVIDIA GeForce MX150 1TB Hard Drive Platinum Gray ,Lenovo,0,0
1,bestbuy_803,Lenovo - ThinkPad E580 15.6in Laptop - Intel Core i5 - 8GB Memory - 256GB Solid State Drive - Black Black,Lenovo,windows 10 pro 7th gen intel® core™ i5-7200u processor; 15.6in display; 8gb memory; 256gb solid state drive special features: fingerprint reader; bluetooth; spill-resistant keyboard; outdoor screen; hdmi output note: dvd/cd drive not included ,799.99,howardcomputer_821,Lenovo ThinkPad E580 20KS,Lenovo,0,807.99
1,antonline_1060,Dell Latitude 5490 14in LCD Notebook,Dell,0,981.48,savingslots_381,Dell LATI5490FWFWM 14 i5 8350u 8gb 500gb sata,Dell,"intel core i5-8350u (quad core, 6m cache, 1.7ghz,15w, vpro), 2.5inch 500gb sata 7200 rpm hard drive, 8gb, 1x8gb, 2400mhz ddr4 non-ecc, windows 10 pro 64bit english, french, spanish, 14inch fhd wva (1920 x 1080) no",1070
1,bhphotovideo_75,15.6in IdeaPad 330 Multi-Touch Notebook,Lenovo,0,949,truecurate_251,Lenovo 81DJ0000US 330-15IKBR Touch 15.6&ampquot Touch-Screen Laptop Intel Core i7 16GB Memory NVIDIA GeForce MX150 1TB Hard Drive Platinum Gray ,Lenovo,0,0
0,bestbuy_18,Acer - 15.6in Chromebook - Intel Core i3 - 4GB Memory - 32GB Solid State Drive - Black,Acer,Google Chrome OSTechnical details: 5th Gen Intel® Core™ i3 processor; 15.6in display; 4GB memory; 32GB solid state driveSpecial features: Bluetooth; HDMI outputNote: DVD/CD drive not included,414.99,bestbuy_755,Lenovo - Flex 6-14IKB 2-in-1 14in Touch-Screen Laptop - Intel Core i5 - 8GB Memory - 128GB Solid State Drive - Onyx Black,Lenovo,windows 10 home 8th gen intel® core™ i5-8250u processor; 14in display; 8gb memory; 128gb solid state drive special features: fingerprint reader; touch screen; backlit keyboard note: dvd/cd drive not included ,759.99
1,bestbuy_617,HP - EliteBook 14in Laptop - Intel Core i7 - 16GB Memory - 512GB Solid State Drive - Silver,HP,windows 10 pro 7th gen intel® core™ i7-7500u processor; 14in display; 16gb memory; 512gb solid state drive special features: bluetooth; displayport note: dvd/cd drive not included ,1979.99,truecurate_1,HP 1GE45UT EliteBook 14&ampquot Laptop Intel Core i7 16GB Memory 512GB Solid State Drive Silver ,HP,0,0
1,bestbuy_584,HP - 15.6in Touch-Screen Laptop - AMD Ryzen 5 - 8GB Memory - 1TB Hard Drive - HP Finish In Smoke Gray And Ash Silver,HP,windows 10 home amd ryzen 5 2500u processor; 15.6in display; 8gb memory; 1tb hard drive special features: bluetooth; touch screen; hdmi output ,583.99,buydig_462,Hewlett Packard 15in Ryz5 2500 8G 1T TCH W10 2c,HP,0,705.83
1,bestbuy_730,Lenovo - 2-in-1 15.6in Touch-Screen Laptop - Intel Core i7 - 8GB Memory - NVIDIA GeForce MX130 - 256GB Solid State Drive - Onyx Black,Lenovo,windows 10 home nvidia geforce mx130 2gb dedicated graphics 8th gen intel® core™ i7-8550u processor; 15.6in display; 8gb memory; 256gb solid state drive special features: fingerprint reader; touch screen; backlit keyboard note: dvd/cd drive not included ,891.99,buydig_66,Lenovo Flex 5 15.6in Core i7 8550U 8GB RAM 256GB SSD 2-in-1 Laptop - 81CA000UUS,Lenovo,0,949.99
0,macmall_373,Lenovo ThinkPad X1 Yoga 20LD Flip design 8th Gen Intel Core i5-8350U Quad-Core 1.7GHz - 16GB RAM 256GB SSD TCG Opal Encryption 2 NVMe 14in IPS touchscreen 1920 x 1080 (Full HD) UHD Graphics 620 Wi-Fi Bluetooth Microsoft Windows 10 Pro 64-bit - Black (20LD001DUS),Lenovo,"8th Gen Intel Core i5-8350U Quad-Core 1.7GHz - 16GB RAM, 256GB SSD TCG Opal Encryption 2 NVMe, 14in IPS touchscreen 1920 x 1080 (Full HD), UHD Graphics 620, Wi-Fi, Bluetooth, Microsoft Windows 10 Pro 64-bit - Black",1889.99,pcmg_430,Lenovo ThinkPad X1 Carbon 20KH - Ultrabook - Core i5 8250U / 1.6 GHz - Win 10 Pro 64-bit - 8 GB RAM - 256 GB SSD TCG Opal Encryption 2 NVMe - 14in IPS 1920 x 1080 (Full HD) - UHD Graphics 620 - Wi-Fi Bluetooth - black (20KH002SUS),Lenovo,"Lenovo ThinkPad X1 Carbon 20KH - Ultrabook - Core i7 8650U / 1.9 GHz - Win 10 Pro 64-bit - 16 GB RAM - 512 GB SSD TCG Opal Encryption 2, NVMe - 14in IPS 2560 x 1440 (WQHD) - UHD Graphics 620 - Wi-Fi, Bluetooth - black",2279.99
0,massgenie_827,Dell commercial w2w1d 14.1 hd i5 8350u 8gb 126gb m2,0,"$1509.38, DELL COMMERCIAL W2W1D 14.1 HD i5 8350U 8GB 126GB M2",1509.38,buydig_479,Dell 14in i5 8350U 8gb 500GB SATA,Dell,0,1186.51
1,pcmg_478,Lenovo ThinkPad E580 20KS - Core i5 7200U / 2.5 GHz - Win 10 Pro 64-bit - 8 GB RAM - 256 GB SSD TCG Opal Encryption 2 NVMe - 15.6in IPS 1920 x 1080 (Full HD) - HD Graphics 620 - Wi-Fi Bluetooth - black (LCD cover) black (top cover) (20KS003QUS),Lenovo,"Lenovo ThinkPad E580 20KS - Core i5 7200U / 2.5 GHz - Win 10 Pro 64-bit - 8 GB RAM - 256 GB SSD TCG Opal Encryption 2, NVMe - 15.6in IPS 1920 x 1080 (Full HD) - HD Graphics 620 - Wi-Fi, Bluetooth - black (LCD cover), black (top cover)",803.99,savingslots_508,Lenovo 20KS003QUS Ts e580 i5 8gb 256gb,Lenovo,"thinkpad e580, intel core i5-7200u (2.50ghz, 3mb), 15.6 1920x1080, windows 10 pro 64, 8.0gb, 1x256gb ssd pcie, intel hd 620, bluetooth 4.1, 720p hd camera, 3cell li-polymer, 1 year depotweight: 6.15 (lbs)",815
0,macmall_333,Acer Swift 5 SF514-52TP-52LH 8th Gen Intel Core i5-8250U Quad-core 1.60 GHz Notebook PC - 8GB RAM 256GB SSD 14in Full HD (1920x1080) 16:9 IPS-Pro CineCrystal Display Intel UHD Graphics 620 802.11ac WLAN Microsoft Windows 10 Pro (NX.H0DAA.001),Acer,"8th Gen Intel Core i5-8250U Quad-core 1.60 GHz Notebook PC - 8GB RAM, 256GB SSD, 14in Full HD (1920x1080) 16:9 IPS-Pro CineCrystal Display, Intel UHD Graphics 620, 802.11ac WLAN, Microsoft Windows 10 Pro",939.99,macmall_411,HP Inc. Envy 13-ah0010nr 8th Gen Intel Core i7-8550U Quad-Core 1.80GHz Notebook PC - 8GB RAM 256GB PCIe NVMe M.2 SSD 13.3in Full HD (1920x1080) IPS Touchscreen Display Intel UHD Graphics 620 Wi-Fi Bluetooth Webcam Windows 10 Home 64 (3WF47UAABA),HP,"8th Gen Intel Core i7-8550U Quad-Core 1.80GHz, 8GB LPDDR3-1866 SDRAM (onboard), 256GB PCIe NVMe M.2 SSD, 13.3in Full HD (1920x1080) IPS Touchscreen Display, Intel UHD Graphics 620, Wi-Fi, Bluetooth 4.2, Webcam, Windows 10 Home 64",1016.99
0,macmall_404,Lenovo IdeaPad 330 330-15ICH 81FK 8th Gen Intel Core i5-8300H 2.3GHz Notebook PC - 8GB RAM 1TB HDD 15.6in TN 1920 x 1080 (Full HD) GeForce GTX 1050 / UHD Graphics 630 WiFi Bluetooth Microsoft Windows 10 Home 64-bit - Onyx Black (81FK0000US),Lenovo,"8th Gen Intel Core i5-8300H 2.3GHz, 8GB RAM, 1TB HDD, 15.6in TN 1920 x 1080 (Full HD), GeForce GTX 1050 / UHD Graphics 630, WiFi, Bluetooth, Microsoft Windows 10 Home 64-bit",806.99,pcmg_216,HP Inc. SmartBuy ProBook 650 G4 8th Gen Intel Core i5-8250U 1.6GHz - 8GB RAM 256GB SSD NVMe 15.6in 1366 x 768 (HD) DVD-Writer UHD Graphics 620 Wi-Fi Bluetooth Windows 10 Pro 64-bit (3YG31UTABA),HP,"8th Gen Intel Core i5-8250U 1.6GHz, 8GB RAM, 256GB SSD NVMe, 15.6in 1366 x 768 (HD), DVD-Writer, UHD Graphics 620, Wi-Fi, Bluetooth, Windows 10 Pro 64-bit",1279.99
1,macmall_690,HP Inc. Smart Buy ProBook x360 440 G1 Intel Core i3-8130U Dual-Core 2.20GHz Convertible Notebook PC - 4GB RAM 128GB SSD 14in Touchscreen LED FHD UWVA Display 10/100/1000 Intel 8265 AC 2x2 WiFi + Bluetooth 4.2 720p HD Webcam 3-Cell 48 WHr Battery (4PY44UTABA),HP,"Intel Core i3-8130U Dual-Core 2.20GHz, 4GB DDR4 SDRAM, 128GB M2 TLC SATA3 SSD, 14in Touchscreen LED FHD UWVA Display, Intel HD Graphics 620, 10/100/1000, Intel 8265 AC 2x2 WiFi + Bluetooth 4.2, 720p HD Webcam, Microsoft Windows 10 Pro 64-bit",803.69,savingslots_517,HP 4PY44UT 14 pb360440g1 i38130u 4gb 128,HP,"hp smartbuy pb360440g1 i3-8130u 14 4gb/128 pc intel i3-8130u, 14.0 fhd ag led uwva ts, uma, webcam, 4gb ddr4, 128gb ssd, ac+bt, 3c batt, w10 pro64, 1yr wrty u.s. - english localizationweight: 5.05 (lbs)",804
1,antonline_827,ASUSPRO Laptop - 15.6??? FHD Matte Display,Asus,0,839.42,bestbuy_299,ASUS - ASUSPRO P2540UB 15.6in Laptop - Intel Core i5 - 8GB Memory - NVIDIA GeForce MX110 - 256GB Solid State Drive - Black,ASUS,Windows 10 ProNVIDIA GeForce MX110 2GB dedicated graphicsTechnical details: 8th Gen Intel® Core™ i5-8250U processor; 15.6in display; 8GB memory; 256GB solid state driveSpecial features: fingerprint reader; Bluetooth; outdoor screen; HDMI outputNote: DVD/CD drive not included,773.99
1,bestbuy_799,Lenovo - ThinkPad E480 14in Laptop - Intel Core i5 - 4GB Memory - 500GB Hard Drive - Black,Lenovo,windows 10 pro 7th gen intel® core™ i5-7200u processor; 14in display; 4gb memory; 500gb hard drive special features: fingerprint reader; bluetooth; spill-resistant keyboard; outdoor screen; hdmi output note: dvd/cd drive not included ,679.99,howardcomputer_1599,Lenovo ThinkPad E480 20KN,Lenovo,0,664.99
0,antonline_150,HP ZBook 15v G5 15.6in Touchscreen LCD Mobile Workstation,HP,0,1365.34,antonline_239,HP EliteBook 745 G5 14in Touchscreen LCD Notebook,HP,0,1357.05
0,antonline_286,HP 15-db0000 15-db0040nr 15.6in Touchscreen LCD Notebook,HP,0,629.99,antonline_692,Lenovo IdeaPad Flex 6-14IKB 81EM0011US 14in Touchscreen LCD 2 in 1 Notebook,Lenovo,0,774
1,macmall_271,Lenovo ThinkPad P52s 20LB 8th Gen Intel Core i7 8650U / 1.9 GHz - Win 10 Pro 64-bit - 16 GB RAM - 1 TB SSD TCG Opal Encryption 2 NVMe - 15.6in IPS 1920 x 1080 (Full HD) - Quadro P500 / UHD Graphics 620 - Wi-Fi Bluetooth - WWAN upgradable - Black (20LB0019US),Lenovo,"Harness quad-core performance on the go with the ThinkPad P52s mobile workstation. This powerhouse Ultrabook boasts cutting-edge processors and graphics, business-class security, and expansive connectivity.",13181,techcrave_232,LENOVO 20LB0019US P52SW10PI716G1TB3YR,LENOVO,0,0
1,macmall_348,HP Inc. ProBook 450 G5 - 8th Gen Intel Core i5 8250U / 1.6 GHz - Win 10 Pro 64-bit - 4 GB RAM - 500 GB HDD - 15.6in TN 1366 x 768 (HD) - UHD Graphics 620 - Wi-Fi Bluetooth - kbd: US (2ST02UTABA),HP,"HP ProBook 450 G5 - 8th Gen Intel Core i5 8250U / 1.6 GHz - Win 10 Pro 64-bit - 4 GB RAM - 500 GB HDD - 15.6in TN 1366 x 768 (HD) - UHD Graphics 620 - Wi-Fi, Bluetooth - kbd: US",649.99,sdicraft_181,HP 15.6in ProBook 450 G5 Notebook,0,"Designed for professionals in corporate or SMB environments who want a combination of innovation, security, and multimedia capabilities, the 15.6in ProBook 450 G5 Notebook from HP is a full-featured, thin, and light system that lets users remain productive whether in the office or on-the-go. It is powered by a 1.6 GHz Intel Core i5-8250U Quad-Core processor and 4GB of 2400 MHz DDR4 RAM, allowing you to run multiple programs simultaneously and quickly access frequently used files and programs. When running more demanding programs or tasks, the processor can be boosted to achieve a speed of 3.4 GHz using Intel's Turbo Boost 2.0 technology, and the memory can also be upgraded to a maximum of 32GB.; The 15.6in anti-glare SVA display features an HD 1366 x 768 screen resolution, a 16:9 aspect ratio, and LED-backlighting. The integrated Intel UHD Graphics 620 chipset delivers a sharp, clear picture, and you'll also be able to output video to an external display using the built-in HDMI 1.4b and VGA ports, as well as DisplayPort via USB Type-C.; For storage of your files, this system is equipped with a 500GB 7200 rpm SATA 2.5in hard drive, and there is also an empty M.2 slot available for additional internal storage. If you want to add external storage, optical drives, memory card readers, printers, and more, the ProBook 450 G5 offers one USB 3.0 Type-C port, which supports Power Delivery, two USB 3.0 Type-A ports, and one powered USB 2.0 Type-A port. Gigabit Ethernet and 802.11ac 2x2 Wi-Fi are built-in for wired and wireless networking, and Bluetooth 4.2 technology will also allow you to connect additional compatible peripherals wirelessly. There is also an SD/SDHC/SDXC card reader, a 720p webcam, dual-array microphones, and stereo speakers.; HP's ProBook 450 G5 includes a 45W AC adapter and a 3-cell / 48Wh lithium-ion battery that lasts for up to 16.75 hours before recharging is required. The installed operating system is Windows 10 Pro (64-bit).",396
1,antonline_926,Dell Inspiron 15 7000 15.6in Intel Core i7 (7th Gen) IPS LCD Gaming Notebook 16GB RAM 1 TB HDD 128GB SSD,Dell,0,1359,buydig_212,Dell i7577-7425BLK Inspiron 15.6in i7-7700HQ 16GB RAM 128GB Gaming Notebook Laptop,Dell,43266,1598.62
0,antonline_365,HP EliteBook 830 G5 13.3in LCD Notebook,HP,0,1550.79,antonline_379,HP EliteBook x360 1020 G2 12.5in Touchscreen LCD 2 in 1 Notebook,HP,0,1858.18
0,antonline_1047,Asus ZenBook Flip 14 UX461UA-DS51T 14in Touchscreen LCD Notebook,Asus,0,899,antonline_1060,Dell Latitude 5490 14in LCD Notebook,Dell,0,981.48
1,cukusa_75,Lenovo ThinkPad T480 Laptop [20L5000UUS],Lenovo,0,1449.99,macmall_268,Lenovo ThinkPad T480 20L5 8th Gen Intel Core i7-8550U Quad-Core 1.80GHz Notebook PC - 8GB RAM 256GB SSD M.2 PCIe NVMe Opal2 14in FHD (1920x1080) IPS Display Intel UHD Graphics 620 Intel 8265ac 2x2 + BT4.1 720p Camera Windows 10 Pro 64 - TopSeller (20L5000UUS),Lenovo,"8th Gen Intel Core i7-8550U Quad-Core 1.80GHz, 8GB RAM, 256GB SSD M.2 PCIe NVMe Opal2, 14in FHD (1920x1080) IPS Display, Integrated Intel UHD Graphics 620, Intel 8265ac, 2x2 + BT4.1, 720p Camera, Backlit Keyboard, Windows 10 Pro 64, 3-Year Depot Warranty",1414.16
0,bestbuy_750,Lenovo - 720S-15IKB 15.6in Laptop - Intel Core i7 - 8GB Memory - NVIDIA GeForce GTX 1050 Ti Max-Q - 512GB Solid State Drive - Iron Gray,Lenovo,windows 10 pro nvidia geforce gtx 1050 ti max-q 4gb dedicated graphics 7th gen intel® core™ i7-7700hq processor; 15.6in display; 8gb memory; 512gb solid state drive special features: fingerprint reader note: dvd/cd drive not included ,1414.99,bestbuy_822,Lenovo - ThinkPad X1 Carbon 14in Laptop - Intel Core i7 - 16GB Memory - 1TB Solid State Drive - Black,Lenovo,windows 10 pro 8th gen intel® core™ i7-8650u processor; 14in display; 16gb memory; 1tb solid state drive special features: fingerprint reader; backlit keyboard note: dvd/cd drive not included ,2499.99
0,bestbuy_818,Lenovo - ThinkPad T480s 14in Touch-Screen Laptop - Intel Core i7 - 8GB Memory - 256GB Solid State Drive - Black,Lenovo,windows 10 pro 8th gen intel® core™ i7-8550u processor; 14in display; 8gb memory; 256gb solid state drive special features: fingerprint reader; touch screen; backlit keyboard; outdoor screen note: dvd/cd drive not included ,1709.99,truecurate_350,MSI GS73 STEALTH-016 17.3&ampquot Laptop Intel Core i7 16GB Memory NVIDIA GeForce GTX 1070 2TB Hard Drive + 256GB Solid State Aluminum Black ,MSI,0,0
1,massgenie_772,Hp Commercial Specialty V2W06UtAba Zbk3 15 I7 6700 1T 8G W7 10,0,"$1585.31, Processor Manufacturer: IntelProcessor Type: Core i7Processor Generation: 6th GenProcessor Model: i7-6700HQProcessor Speed: 2.60 GHzProcessor Core: Quad-core (4 Core)Standard Memory: 8 GBMemory Technology: DDR4 SDRAMHard Drive Capacity: 1 TBScreen Size: 15.6Aspect Ratio: 16:9Screen Resolution: 1920 x 1080Graphics Controller Manufacturer: NVIDIAGraphics Controller Manufacturer: IntelGraphics Controller Model: Quadro M1000MGraphics Controller Model: HD Graphics 530Graphics Memory Capacity: Up to 2 GBGraphics Memory Technology: GDDR5Graphics Memory Technology: DDR4 SDRAMGraphics Memory Accessibility: DedicatedGraphics Memory Accessibility: SharedEthernet Technology: Gigabit EthernetFront Camera/Webcam: YesHDMI: YesTotal Number of USB Ports: 3Number of USB 3.0 Ports: 3Network (RJ-45): YesThunderbolt: YesHeadphone/Microphone Combo Port: YesOperating System Platform: WindowsOperating System: Windows 7 Professional Upgradable to Windows 10 Pro (English)Operating System Architecture: 64-bitKeyboard Localization: EnglishNumber of Cells: 9-cellBattery Chemistry: Lithium Polymer (Li-Polymer)Height: 1inWidth: 15.2inDepth: 10.4inWeight (Approximate): 5.71 lbPackage Contents: ZBook 15 G3 Mobile Workstation (ENERGY STAR)Lithium Polymer BatteryAC AdapterWindows 10 Pro Lisence MediaGreen Compliant: YesGreen Compliance Certificate/Authority: ENERGY STARLimited Warranty: 3 YearPackage ContentsZBook 15 G3 Mobile Workstation (ENERGY STAR)Lithium Polymer BatteryAC AdapterWindows 10 Pro Lisence Mediain",1585.31,pcmg_284,HP Inc. Smart Buy ZBook 15 G3 Intel Core i7-6700HQ Quad-Core 2.60GHz Mobile Workstation - 8GB RAM 1TB HDD 15.6in LED FHD Gigabit Ethernet 802.11ac Bluetooth Webcam TPM + Fingerprint Reader 9-cell 90 Wh Li-Ion Polymer (V2W06UTABA),HP,"Intel Core i7-6700HQ Quad-Core 2.60GHz, 8GB DDR4 2133MHz,1TB 5400rpm SATA, 15.6in LED FHD, NVIDIA Quadro M1000M, Webcam, Gigabit NIC, 802.11ac, Bluetooth, Microsoft Windows 7 Pro 64-bit (available through downgrade rights from Windows 10 Pro 64)",1559.99
1,bestbuy_800,Lenovo - ThinkPad E480 14in Laptop - Intel Core i5 - 8GB Memory - 256GB Solid State Drive - Black,Lenovo,windows 10 pro 8th gen intel® core™ i5-8250u processor; 14in display; 8gb memory; 256gb solid state drive special features: fingerprint reader; bluetooth; spill-resistant keyboard; hdmi output note: dvd/cd drive not included ,899.99,microcart_141,TPSLLR THINKPAD E480 I5-8250U (20KN003XUS) (0192158696614) (LENOVO - TOPSELLER THINK),0,LENOVO - TOPSELLER THINK,1008.51
1,antonline_1189,Asus Chromebook Flip C302CA-DHM4 12.5in Touchscreen LCD 2 in 1 Chromebook,Asus,0,527.9,pcmg_696,ASUS Chromebook Flip C302CA DHM4 - Flip design - Core m3 6Y30 / 900 MHz - Chrome OS - 4 GB RAM - 64 GB eMMC - 12.5in touchscreen 1920 x 1080 (Full HD) - HD Graphics 515 - 802.11ac - metallic gray (C302CA-DHM4),ASUS,ASUS Chromebook Flip C302CA DHM4 - Flip design - Core m3 6Y30 / 900 MHz - Chrome OS - 4 GB RAM - 64 GB eMMC - 12.5in touchscreen 1920 x 1080 (Full HD) - HD Graphics 515 - 802.11ac - metallic gray,498.99
0,buydig_371,Hewlett Packard 15.6in EB850G5 i57300U 256GB 8G,HP,"HPSmartBuyEB850G5i5-7300U158GB/256PCInteli5-7300U,15.6FHDAGLEDUWVA,UMA,Webcam,8GBDDR4,256GBSSD,AC+BT,3CBatt,W10Pro64,1yrWrty+U.S.-Englishlocalization",1609.2,buydig_376,Hewlett Packard EB840G5 i58250U 8G 256GB 14in,HP,"HPSmartBuyEB840G5i5-8250U148GB/256PCInteli5-8250U,14.0FHDAGLEDUWVA,UMA,8GBDDR4,256GBSSD,AC+BT,3CBatt,FPR,W10Pro64,3yrWrty+U.S.-Englishlocalization",1642.97
1,buydig_277,Hewlett Packard PB360 440G1 i58250U 8G 256G 14,HP,"HPSmartBuyPB360440G1i5-8250U148GB/256PCInteli5-8250U,14.0FHDLEDUWVATS,UMA,Webcam,8GBDDR4,256GBSSD,AC+BT,3CBatt,W10Pro64,1yrWrtyU.S.-Englishlocalization",1138.65,microcenter_43,HP ProBook x360 440 G1 14in 2-in-1 Laptop Computer - Silver Intel Core i5-8250U Processor 1.6GHz  8GB DDR4 RAM  256GB Solid State Drive  Intel UHD Graphics 620,HP,"Intel Core i5-8250U Processor 1.6GHz 8GB DDR4 RAM 256GB Solid State Drive Intel UHD Graphics 620 Microsoft Windows 10 Pro SD Card Reader 10/100/1000 Network 802.11ac Wireless Bluetooth 14in Full HD IPS Touchscreen Display
 Take on the demands of your growing business with the ultra-slim HP ProBook x360 440. Get the power, security, and durability you need in a versatile 360 design that adapts to the way you work. Ideal for professionals in corporate settings or small to medium businesses, wanting an affordable combination of innovation, essential security and multimedia capabilities.",999.99
1,antonline_873,Lenovo IdeaPad Flex 5-1570 81CA000UUS 15.6in Touchscreen LCD 2 in 1 Notebook,Lenovo,0,912.99,truecurate_16,Lenovo 81CA000UUS 2-in-1 15.6&ampquot Touch-Screen Laptop Intel Core i7 8GB Memory NVIDIA GeForce MX130 256GB Solid State Drive Onyx Black ,Lenovo,0,0
0,antonline_730,MSI PS42 8RB-060 14in LCD Gaming Notebook,MSI,0,1181.7,antonline_981,MSI GT83 Titan-014 VR Ready 18.4in LCD Gaming Notebook,MSI,0,5299
