label,left_id,left_name,left_brand,left_descrtiption,left_price,right_id,right_name,right_brand,right_descrtiption,right_price
1,antonline_362,HP EliteBook 1040 G3 14in Notebook,HP,0,1330.98,massgenie_672,HP Business V1P90UT-ABA 1040 G3 i5 6200U 14 8 GB 256 GB Ultrabook Laptop,0,"$1684.96, Promo HP EliteBook 1040 G3&#44; i5&#45;6200U Processor &#40;2&#46;3 GHz&#44; 3MB Cache&#41;&#44;8GB&#44; 2133SSD 256 GB M2 TLC&#44; 14&#46;0 LED FHD SVA &#40;1920x1080&#41;UMA&#58; HD 5200&#44; No Optical&#44; 802&#46;11 a&#47;b&#47;g&#47;n&#47;ac &#43; BT4&#46;1&#44;BT&#44; SC&#43;TPM&#43;FS720p HD webcam&#44; Win7Pro 64 with Win10 Pro Lic&#44; 6&#45;Cell 45 WHr &#40;LLB&#41;&#44; 1&#47;1&#47;0&#44; SSD 256GB M2 TLC SATA3&#44; 8GB 2133 DDR4 SDRAM on Motherboard&#44; Intel 8260 802&#46;11 a&#47;b&#47;g&#47;n&#47;ac &#40;2x2&#41; &#43;Bluetooth 4&#46;1&#44; Windows 7 Pro 64 with Windows 10 Pro 64 License&#46; SpecificationsProcessor Type&#58; Core i5Processor Speed&#58; 2&#46;30 GHzOperating System&#58; Windows 7 ProfessionalMemory&#58; 8 GBHard Drive Capacity&#58; 256 GBScreen Size&#58; 14 in&#46; Weight&#58; 8&#46;93 lbs",1684.96
0,nautilusnet_2,HP EliteBook 1040 G4 - 14.0in FHD Intel i5-7300U - 8GB - 256 GB SSD - HD 620 - BT - backlit - HD cam - W10P-64 - 2UL93UTABA,HP,"HP Elitebook 1040 G4 Overview
  Ideal for mobile professionals who need a premium business notebook in a managed-IT environment.
  
  HP's powerful ultraslim 35.56 cm (14in) business notebook accelerates your day-to-day, and makes even 
  your hardest tasks a breeze with powerful multitasking, on-the-go collaboration, and industry-leading
  security. The chassis is made of premium precision-crafted machined aluminum (CNC) with a narrow border to create clean, 
  crisp, premium look and feel- the kind you find in Spectre series. With 7th generation Intel 
  core processors, up to 16GB RAM and up to 1.0TB SSD drive, you can rest assure that this PC is capable of handling 
  most of essensial business tasks. The system supports an optional wireless broadband module that supports latest global 4G LTE echnology,
  so that you can stay connected anywhere on the planet.
  
  
  Say hello to the ultrathin device packed with features and ready for your mobile world. The high-performance Premium Collaboration Keyboard
  allows you to launch and manage calls at the touch of a button. HP Noise Cancellation Software filters all inbound and outbound audio for
  effective online calls and meetings. Enjoy the crystal-clear Audio by Bang & Olufsen - a technology that looks for a more balanced response by flattening
  out large peaks and other fluctuations in the frequency response to give a clearer and more straightforward sound. The chassis features a 180 degree hinge
  to share your work and impress your coworkers.
 
  
  
  HP EliteBook 1040 G4 comes with cutting-edge security features to help you browse confidently, avoid visual hackers, and monitor 
  and restore in-memory BIOS automatically. HP Sure Start Gen3 monitors in-memory BIOS, recovers the platform without 
  user or admin intervention, restores the BIOS to a custom state, and is enterprise ready for centralized management. 
  HP PhoneWise allows you to answer and respond to your iOS or Android calls and texts through your PC. HP SureView instantly 
  protects against visual hacking, at the touch of a button on your screen. ProcessorProcessorIntel i5-7300U (2 core)Processor Family7th gen Core i5Number of CPU installed1Number of CPU supported1CPU thread4Base Frequency2.6 GHzMax Turbo Boost Frequency (GHz)3.5 GHzCache3 MB SmartCacheThermal Design Power (TDP)15 WattBus Speed 4 GT/s OPI GraphicsGraphicsIntel HD 620 Max resolutionHDMI: 4096x2304@24Hz DP: 4096x2304@60Hz eDP: 4096x2304@60Hz Graphics FeaturesDirectX 12, Open GL4.4, Intel Quick Sync, InTru 3D, Clear Video HD 
   
  Display
  
  
  Display
  14.0 in diagonal
  Touch enabled
  Yes
  Backlight
  LED
  Native Resolution (HxV)
  1920 x 1080 (FHD)
  Contrast ratio (typical) 
  600:1 
  Refresh Rate 
  60 Hz 
  Brightness (typical)
  340 nits (cd/m2)
  Interface
  eDP 1.3 + PSR 
  Format
  RGB
  Color gamut (typical)
  72%
  Anti-glare
  Yes
  PPI
  157
  Viewing angle (typical) (HxV)
  UWVA 85/85/85/85 
  
  
  Display
  14.0 in diagonal
  Touch enabled
  Yes
  Backlight
  LED
  Native Resolution (HxV)
  3840 x 2160 (UHD)
  Contrast ratio (typical) 
  1200:1 (typical)
  Refresh Rate 
  60 Hz 
  Brightness (typical)
  400 nits (cd/m2)
  Interface
  eDP 1.3 + PSR
  Format
  RGB
  Color gamut (typical)
  72%
  Anti-glare
  Yes
  PPI
  315
  Viewing angle (typical) (HxV)
  UWVA 85/85/85/85 
  
  
 
 
  Memory
  Installed Memory
  8GB
  Memory technology
  DDR4 Synchronous Dynamic Random Access Memory (SDRAM)
  Data transfer rate supported
  2133 MT/s
  Memory form factor
  SODIMM 260 pins 
  Number of Slots
  2 x SODIMM slots - soldered down
  Maximum memory capacity
  16GB 
 
 
 
  Storage
  
  Hard drive included
  256 GB SSD
  Storage bay
  
  (1) internal M.2 SSD storage 
  
  Optical drive bay
  Not supported
  Optical drive included
  
  Media Card Slots
  No
  
 
 
  Networking & Communication
  
  
  WiFi controller
  Intel Dual band wireless-AC 8265 802.11AC 2x2 WiFi + BT 4.2 Combo
  Wireless LAN Standards
  
  IEEE 802.11a,
  IEEE 802.11b,
  IEEE 802.11g,
  IEEE 802.11n,
  IEEE 802.11ac
  
  Frequency Band 
  8265 802.11a/b/g/n/ac
  Security 
  
  IEEE and WiFi compliant 64 / 128 bit WEP encryption for a/b/g mode, AES-CCMP, 
  802.1x authentication, WPA, WPA2, WPA2 certification,
  IEEE 802.11i, WAPI, Cisco Certified Extensions
  
  
  
  Bluetooth Specification 
  Bluetooth 4.0/4.1/4.2
  
  
  Broadband module 
  HP lt4132 LTE/HSPA + 4G Mobile Broadband
  Technologies supported 
  LTE, HSPA+, E-GPRS
  GPS 
  Standalone, A-GPS (MS-B and LTO)
  
  
  Near Field Communications 
  HP Module with NXP NFC Controller NPC300 I2C NCI 
  NFC Modes Supported 
  Reader/Writer, Peer-to-Peer
  
  
 
 
  Audio/Multimedia
  
  Webcam 
  720p HD webcam
  IR Camera 
  
  IR camera for face authentication with Windows Hello
  
  Audio 
  Bang & Olufsen 
  Features 
  
  Integrated 3 Multi Array Microphone 
  2 Integrated Stereo Speakers (74Db)
  
  
 
 
  Input devices
  
  Keyboard
  
  HP Premium Collaboration Keyboard 
  Spill resistant with drain, DuraKeys, Full size
  
  Backlit
  Yes
  Pointing Device
  
  Clickpad with multi-touch gesture support 
  Taps enabled as default
  Microsoft Precision Touchpad Default Gestures Support
  
  
 
 
  Ports and connectors
  
  Ports and connectors
  
  2 USB 3.1 Gen 1 (1 charging); 2 USB 3.1 Type-C; 1 HDMI 1.4; 1 headphone/microphone combo
  
  
 
 
  Power
  
  Power
  Smart 65 W External AC power adapter
  Battery
  HP Long Life 6-cell, 67 Wh Li-ion
  Battery Life
  Up to 18 hours2
  Input voltage
  AC 120/230 V
  Operating frequency
  50/60 Hz
  Environmental
  Low halogen, TCO 5.0 Certified, ENERGY STAR certified and EPEAT Gold registered
  
 
 
  Software
  
  Operating system installed
  Windows 10 Professional (64-bit)
  Standard Software
  
  Native Miracast Support; HP Connection Optimizer; HP LAN-WLAN Protection; HP Velocity; HP ePrint Driver + JetAdvantage; HP Hotkey Support; HP Recovery Manager; HP
  JumpStart; HP Support Assistant; HP Noise Cancellation Software; Buy Office; Bing search for IE119
  
  Security Management
  
  HP BIOSphere Gen3; HP DriveLock and Automatic DriveLock; HP Sure Start Gen3; TPM 2.0 Embedded Security Chip shipped with Windows 10 (Common Criteria EAL4+ Certified);
  Power-on Authentication (password); Absolute Persistence Module; HP Client Security Gen3; Microsoft Defender
  
  Management Features
  
  HP Management Integration Kit, LANDESK Management
  
  
 
 
  General info
  Color
  Silver 
  Product Dimensions (W x H x D)
  
  12.95 x 9.17 x 0.63 in 
  32.89 x 23.28 x 1.59 cm
  
  Product weight(Without Arm) 
  
  Starting at 2.99 lbs 
  Starting at 1.35 kg 
  
  Shipping weight
  6.0 lbs",1069.94,nautilusnet_29,HP EliteBook 1020 x360 G2 - 12.5in FHD Intel i7-7600U - 16GB - 512 GB NVME -  HD 615 - backlit - HD cam - W10P-64 - 2UE51UTABA,HP,"HP Elitebook 1020 x 360 G2 Overview
  Ideal for mobile professionals who need the best-in-class business ultrabook.
  
  With 360 degree of versatility across five modes, unmatched security, and up to 15 hours and 30 minutes of battery life,
  the thin and light HP EliteBook x360 1020 (12.5in) is the perfect PC for highly mobile professionals. With a precision cut,
  beautiful CNC aluminum unibody frame, and diamond cut accents, it is a stunning beauty coupled with durability, and functionality
  of a premium-class business notebook. The HP Collaboration Keyboard lets you share your creations with just
  touch of a button. Audio by Bang & Olufsen and HP Noise Cancellation let you clearly discuss your work. Five use modes; work, share, present, conference,
  and write, deliver modern-day versatility and bring new life to collaboration and productivity.
  
  
  With the HP EliteBook x360 1020, you'll get the cutting-edge security and management features to help you browse confidently, avoid visual hackers, and monitor
  and restore in-memory BIOS automatically. HP Sure Start Gen3 monitors in-memory BIOS, recovers the platform without
  user or admin intervention, restores the BIOS to a custom state, and is enterprise ready for centralized management.
  HP PhoneWise allows you to answer and respond to your iOS or Android calls and texts through your PC. HP SureView instantly
  protects against visual hacking, at the touch of a button on your screen. ProcessorProcessorIntel i7-7600U (2 core)Processor Family7th gen Core i7Number of CPU installed1Number of CPU supported1Base Frequency2.8 GHzMax Turbo Boost Frequency (GHz)3.9 GHzCache4 MB SmartCacheThermal Design Power (TDP)15 WattGraphicsGraphicsIntel HD 615 Max resolutionHDMI: 4096x2304@24Hz DP: 4096x2304@60Hz eDP: 4096x2304@60Hz Graphics FeaturesDirectX 12, Open GL4.4, Intel Quick Sync, InTru 3D, Clear Video HD 
   
  Display
  
  
  Display
  12.5 in diagonal
  Native Resolution (HxV)
  1920 x 1080 (FHD)
  Touch panel
  Corning Gorilla Glass
  Backlight
  LED
  LCD Mode
  IPS/FFS/AHVA
  Contrast ratio (typical) 
  800:1 (typ - BV)
  Refresh Rate 
  60 Hz 
  Brightness (typical)
  400 nits (cd/m2)
  Interface
  eDP 1.3 + PSR
  Format
  RGB
  Anti-glare
  Yes
  Surface Treatment
  Bright-View (BV)
  PPI
  176
  Viewing angle (typical) (HxV)
  UWVA 85/85/85/85 
  Number of displays support
  2 
  
  
  Display
  12.5 in diagonal
  Native Resolution (HxV)
  3840 x 2160 (UHD)
  Touch panel
  Corning Gorilla Glass
  Backlight
  LED
  Contrast ratio (typical) 
  1000:1 (typical)
  Refresh Rate 
  60 Hz 
  Brightness (typical)
  400 nits (cd/m2)
  Interface
  eDP 1.3 + PSR
  Format
  RGB
  Anti-glare
  Yes
  Surface Treatment
  Bright-View (BV)
  PPI
  352
  Viewing angle (typical) (HxV)
  UWVA 85/85/85/85 
  Number of displays support
  2 
  
  
 
 
  Memory
  Installed Memory
  16GB
  Memory technology
  DDR4 Synchronous Dynamic Random Access Memory (SDRAM)
  Data transfer rate supported
  2133 MT/s
  Memory form factor
  SODIMM 260 pins 
  Number of Slots
  2 x SODIMM slots - soldered down
  Maximum memory capacity
  16GB
  Memory features
  On board (Customer non-accessible)
  
 
 
  Storage
  
  Hard drive included
  512 GB NVME
  Storage bay
  
  (1) internal M.2 SSD storage
  
  Optical drive bay
  Not supported 
  
 
 
  Networking & Communication
  
  
  WiFi controller
  Intel Dual band wireless-AC 8265 802.11AC 2x2 WiFi + BT 4.2 Combo
  Wireless LAN Standards
  
  IEEE 802.11a,
  IEEE 802.11b,
  IEEE 802.11g,
  IEEE 802.11n,
  IEEE 802.11ac
  
  Frequency Band 
  8265 802.11a/b/g/n/ac
  Security 
  
  IEEE and WiFi compliant 64 / 128 bit WEP encryption for a/b/g mode, AES-CCMP,
  802.1x authentication, WPA, WPA2, WPA2 certification,
  IEEE 802.11i, WAPI, Cisco Certified Extensions
  
  
  
  Bluetooth Specification 
  Bluetooth 4.0/4.1/4.2
  
  
  Broadband module 
  HP lt4132 LTE/HSPA + 4G Mobile Broadband
  Technologies supported 
  LTE, HSPA+, E-GPRS
  GPS 
  Standalone, A-GPS (MS-B and LTO)
  
  
  Near Field Communications 
  HP Module with NXP NFC Controller NPC300 I2C NCI
  NFC Modes Supported
  Reader/Writer, Peer-to-Peer
  Miracast
  Yes
 
  
  
 
 
  Audio/Multimedia
  
  Camera 
  
  720p HD webcam
  IR camera for face authentication with Windows Hello
  
  Audio 
  Bang & Olufsen 
  Features 
  
  Four integrated premium stereo speakers 
  Dual microphone array
  
  
 
 
  Input devices
  
  Keyboard
  
  HP Premium Collaboration Keyboard 
  Full size, spill resistant with drain, DuraKeys
  
  Backlit
  Yes
  Pointing Device
  
  ClickPad (Glass Cover)
  Taps enabled as default
  Gestures enabled by default
  
  
 
 
  Ports and connectors
  
  Ports and connectors
  
  1 USB Type-C with Thunderbolt; 2 USB 3.1 (1 charging); 1 HDMI 1.4;
  1 external micro SIM; 1 AC power connector; 1 headphone/microphone combo jack
  
  
 
 
  Power
  
  Power
  Smart 65 W External AC power adapter
  Battery
  HP Long Life 6-cell, 67 Wh Li-ion
  Battery Life
  
  Up to 15 hours 30 minutes (FHD) 
  Up to 9 hours 15 minutes (UHD)
  
  Input voltage
  AC 120/230 V
  Operating frequency
  50/60 Hz
  Environmental
  Low halogen, TCO 5.0 Certified, ENERGY STAR certified and EPEAT Gold registered
  
 
 
  Software
  
  Operating system installed
  Windows 10 Professional (64-bit)
  Standard Software
  
  HP DriveLock; HP Mobile Connect Pro; HP ePrint Driver+JetAdvantage; HP Hotkey Support; HP Support Assistant;
  HP JumpStart; HP Noise Cancellation; HP Image Assistant; Buy Office; Bing Search; Skype
  
  Security Management
  
  HP BIOSphere; HP SureStart; HP Secure Erase; Preboot Authentication; Security lock slot; HP Client Security;
  HP Security Manager; HP Password Manager; Absolute Persistence Module; TPM 1.2/2.0; Microsoft Defender;
  HP Spare Key; HP Device Access Manager
  
  Management Features
  
  HP Management Integration Kit for Microsoft SCCM, LANDESK Management
  
  
 
 
  General info
  Color
  Silver
  
  Product Dimensions (w x d x h)
  
  
  11.41 x 8.02 x 0.53 in 
  29 x 20.38 x 1.39 cm
  
  Product weight(Without Arm) 
  
  starting at 2.5 lbs (1.13 kg)
  
  Shipping weight
  6.0 lbs",1506
0,bestbuy_803,Lenovo - ThinkPad E580 15.6in Laptop - Intel Core i5 - 8GB Memory - 256GB Solid State Drive - Black Black,Lenovo,windows 10 pro 7th gen intel� core� i5-7200u processor; 15.6in display; 8gb memory; 256gb solid state drive special features: fingerprint reader; bluetooth; spill-resistant keyboard; outdoor screen; hdmi output note: dvd/cd drive not included ,799.99,bestbuy_812,Lenovo - ThinkPad T480 14in Laptop - Intel Core i5 - 8GB Memory - 500GB Hard Drive - Black,Lenovo,windows 10 pro 8th gen intel� core� i5-8250u processor; 14in display; 8gb memory; 500gb hard drive special features: fingerprint reader; bluetooth; spill-resistant keyboard; outdoor screen; hdmi output note: dvd/cd drive not included ,1029.99
1,howardcomputer_1011,ASUS ROG Strix GL504GS DS74,ASUS,0,2142.99,macmall_693,ASUS�ROG GL504GS-DS74 Gaming Laptop Strix SCAR II Edition - 8th Gen Intel Core i7-8750H 6-Core 2.20GHz 16GB RAM 256GB PCIe SSD + 1TB SSHD 15.6in 144Hz IPS-Type Slim Bezel Display GeForce GTX 1070 8GB WiFi Bluetooth RGB Keyboard Windows 10 Home 64-bit�(GL504GS-DS74),ASUS,"8th Gen Intel Core i7-8750H 6-Core 2.20GHz, 16GB DDR4, 256GB PCIe SSD +1TB SSHD, 15.6in 144Hz IPS-Type Slim Bezel Display, GeForce GTX 1070 8GB, WiFi, Bluetooth, SD Media Card Reader, RGB Keyboard, USB Type-A & Type-C, HDMI, Mini-DP, Windows 10 Home 64-bit",1998.99
1,macmall_271,Lenovo�ThinkPad P52s 20LB 8th Gen Intel Core i7 8650U / 1.9 GHz - Win 10 Pro 64-bit - 16 GB RAM - 1 TB SSD TCG Opal Encryption 2 NVMe - 15.6in IPS 1920 x 1080 (Full HD) - Quadro P500 / UHD Graphics 620 - Wi-Fi Bluetooth - WWAN upgradable - Black�(20LB0019US),Lenovo,"Harness quad-core performance on the go with the ThinkPad P52s mobile workstation. This powerhouse Ultrabook boasts cutting-edge processors and graphics, business-class security, and expansive connectivity.",13181,savingslots_81,Lenovo 20LF000PUS Ts x1 yoga gen3 i5 16gb 256gb,Lenovo,"factory direct item only thinkpad x1 yoga 3rd generation, intel core i5-8350u (1.70ghz, 6mb), 14.0 1920x1080 multitouch, windows 10 pro 64, 16.0gb, 1x256gb ssd pcie, intel uhd 620, bluetooth 4.1, 720p hd cam",1942
1,bestbuy_722,Lenovo - 15.6in Laptop - Intel Core i5 - 8GB Memory - NVIDIA GeForce 920MX - 1TB Hard Drive - Platinum silver,Lenovo,windows 10 home nvidia geforce 920mx 2gb dedicated graphics 7th gen intel� core� i5 processor; 15.6in display; 8gb memory; 1tb hard drive special features: bluetooth; hdmi output note: dvd/cd drive not included ,769.99,truecurate_48,Lenovo 80X50003US 15.6&ampquot Laptop Intel Core i5 8GB Memory NVIDIA GeForce 920MX 1TB Hard Drive Platinum silver ,Lenovo,0,0
0,macmall_520,Lenovo�330-15ICH 81FK - Core i7 8750H / 2.2 GHz - Win 10 Home 64-bit - 12 GB RAM - 1 TB HDD (16 GB SSD cache) - 15.6in TN 1920 x 1080 (Full HD) - GF GTX 1050 / UHD Graphics 630 - Wi-Fi Bluetooth - onyx black�(81FK009UUS),Lenovo,"Lenovo 330-15ICH 81FK - Core i7 8750H / 2.2 GHz - Win 10 Home 64-bit - 12 GB RAM - 1 TB HDD (16 GB SSD cache) - 15.6in TN 1920 x 1080 (Full HD) - GF GTX 1050 / UHD Graphics 630 - Wi-Fi, Bluetooth - onyx black",955.99,macmall_542,Lenovo�ThinkPad X1 Yoga 20LF - Flip design - Core i5 8250U / 1.6 GHz - Win 10 Pro 64-bit - 8 GB RAM - 256 GB SSD TCG Opal Encryption 2 NVMe - 14in IPS touchscreen 1920 x 1080 (Full HD) - UHD Graphics 620 - Wi-Fi Bluetooth - silver�(20LF000JUS),Lenovo,"Lenovo ThinkPad X1 Yoga 20LF - Flip design - Core i5 8250U / 1.6 GHz - Win 10 Pro 64-bit - 8 GB RAM - 256 GB SSD TCG Opal Encryption 2, NVMe - 14in IPS touchscreen 1920 x 1080 (Full HD) - UHD Graphics 620 - Wi-Fi, Bluetooth - silver",1729.99
0,bestbuy_315,ASUS - ROG Strix Hero Edition 15.6in Laptop - Intel Core i5 - 8GB Memory - NVIDIA GeForce GTX 1050Ti - 1TB+8GB SSHD + 128GB SSD - Black,ASUS,Windows 10 HomeNVIDIA GeForce GTX 1050 Ti 4GB dedicated graphicsTechnical details: 8th Gen Intel� Core� i5-8300H processor; 15.6in display; 8GB memory; 128GB solid state drive; 1TB Hybrid DriveSpecial features: Bluetooth; HDMI outputNote: DVD/CD drive not included,1060.99,bestbuy_730,Lenovo - 2-in-1 15.6in Touch-Screen Laptop - Intel Core i7 - 8GB Memory - NVIDIA GeForce MX130 - 256GB Solid State Drive - Onyx Black,Lenovo,windows 10 home nvidia geforce mx130 2gb dedicated graphics 8th gen intel� core� i7-8550u processor; 15.6in display; 8gb memory; 256gb solid state drive special features: fingerprint reader; touch screen; backlit keyboard note: dvd/cd drive not included ,891.99
1,massgenie_415,Hp commercial specialty 3ye09utaba 14 zbook14ug5 i78650u 8gb/256,0,"$1997.85, HP COMMERCIAL SPECIALTY 3YE09UT#ABA 14 ZBook14uG5 i78650U 8GB/256",1997.85,pcmg_672,HP Inc.�ZBook 14u G5 8th Gen Intel Core i7-8650U 1.9GHz Workstation - 8GB RAM 256GB SSD  Z Turbo Drive NVMe 14in IPS Touchscreen 1920 x 1080 (Full HD) Radeon Pro WX 3100 / HD Graphics 620 WiFi Bluetooth Microsoft Windows 10 Pro 64-bit - Turbo Silver�(3YE09UTABA),HP,"8th Gen Intel Core i7-8650U 1.9GHz, 8GB RAM, 256GB SSD Z Turbo Drive, NVMe, 14in IPS Touchscreen 1920 x 1080 (Full HD), Radeon Pro WX 3100 / HD Graphics 620, WiFi, Bluetooth, Microsoft Windows 10 Pro 64-bit, Turbo Silver",1769.99
1,antonline_827,ASUSPRO Laptop - 15.6??? FHD Matte Display,Asus,0,839.42,savingslots_495,ASUS P2540UBXB51 15.6 8250u 8gb win 10 pro,ASUS,"p-series black no touch screen 15.6inch fhd (1920*1080), matte intel core i5-8250u 1.6ghz (turbo up to 3.4ghz) 8gb ddr4 1x socket (one slot installed w/ 4gb) + [4gb on board] nvidia geforce mx110 2gb",839
0,truecurate_48,Lenovo 80X50003US 15.6&ampquot Laptop Intel Core i5 8GB Memory NVIDIA GeForce 920MX 1TB Hard Drive Platinum silver ,Lenovo,0,0,bestbuy_829,Lenovo - ThinkPad X1 Yoga 2-in-1 14in Touch-Screen Laptop - Intel Core i7 - 8GB Memory - 256GB Solid State Drive - Black,Lenovo,windows 10 pro 8th gen intel� core� i7-8550u processor; 14in display; 8gb memory; 256gb solid state drive special features: fingerprint reader; touch screen; backlit keyboard; outdoor screen note: dvd/cd drive not included ,1819.99
1,bestbuy_749,Lenovo - 720S-15IKB 15.6in Laptop - Intel Core i7 - 4GB Memory - NVIDIA GeForce GTX 1050 Ti Max-Q - 256GB Solid State Drive - Iron Gray,Lenovo,windows 10 pro nvidia geforce gtx 1050 ti max-q 4gb dedicated graphics 7th gen intel� core� i7-7700hq processor; 15.6in display; 4gb memory; 256gb solid state drive special features: fingerprint reader; outdoor screen note: dvd/cd drive not included ,1199.99,savingslots_331,Lenovo 81AC003EUS Ip 720s 15.6 i5 8gb 256gb,Lenovo,cycle 2 2018 ideapad 720s-15ikb 15.6inch (fhd) core i5-7300hq 8gb 256gb nvidia geforce gtx 1050 ti windows 10 pro 802.11ac iron greyweight: 8.15 (lbs),1194
0,bestbuy_825,Lenovo - ThinkPad X1 Carbon 14in Touch-Screen Laptop - Intel Core i7 - 16GB Memory - 512GB Solid State Drive - Black,Lenovo,windows 10 pro 8th gen intel� core� i7-8650u processor; 14in display; 16gb memory; 512gb solid state drive special features: fingerprint reader; touch screen; backlit keyboard; outdoor screen note: dvd/cd drive not included ,2199.99,truecurate_514,Lenovo 81HG001HUS 17.3&ampquot Laptop Intel Core i5 16GB Memory NVIDIA GeForce GTX 1050 Ti 1TB Hard Drive + 128GB Solid State Black ,Lenovo,0,0
